rsprot packet-codec generation status
revisions 221-239; 215 packets emitted, 3 refused

--- emitted (prot, file, dir, layouts, revisions covered) ---
  rev223 in   players/OpPlayer1Decoder.kt                                  g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev223 in   players/OpPlayer2Decoder.kt                                  g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev223 in   players/OpPlayer3Decoder.kt                                  g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev223 in   players/OpPlayer4Decoder.kt                                  g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev223 in   players/OpPlayer5Decoder.kt                                  g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev223 in   players/OpPlayer6Decoder.kt                                  g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev223 in   players/OpPlayer7Decoder.kt                                  g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev223 in   players/OpPlayer8Decoder.kt                                  g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev223 in   players/OpPlayerTDecoder.kt                                  g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev223 out  camera/CamTargetEncoder.kt                                   when over a sealed type (is CamTarget.PlayerCamTarget): no discriminator field on the wire, so decoding would have to infer the arm
  rev223 out  camera/CamTargetOldEncoder.kt                                when over a sealed type (is CamTargetOld.PlayerCamTarget): no discriminator field on the wire, so decoding would have to infer the arm
  rev223 out  clan/ClanChannelDeltaEncoder.kt                              when over a sealed type (is ClanChannelDelta.AddUserEvent): no discriminator field on the wire, so decoding would have to infer the arm
  rev223 out  clan/ClanChannelFullEncoder.kt                               when over a sealed type (is ClanChannelFull.JoinUpdate): no discriminator field on the wire, so decoding would have to infer the arm
  rev223 out  clan/ClanSettingsDeltaEncoder.kt                             when over a sealed type (is ClanSettingsDelta.SetClanOwnerUpdate): no discriminator field on the wire, so decoding would have to infer the arm
  rev223 out  clan/ClanSettingsFullEncoder.kt                              when over a sealed type (is ClanSettingsFull.JoinUpdate): no discriminator field on the wire, so decoding would have to infer the arm
  rev223 out  clan/MessageClanChannelEncoder.kt                            unmodeled call: provide(...)
  rev223 out  clan/MessageClanChannelSystemEncoder.kt                      unmodeled call: provide(...)
  rev223 out  clan/VarClanEncoder.kt                                       when over a sealed type (is VarClan.VarClanIntData): no discriminator field on the wire, so decoding would have to infer the arm
  rev223 out  friendchat/MessageFriendChannelEncoder.kt                    unmodeled call: provide(...)
  rev223 out  friendchat/UpdateFriendChatChannelFullV1Encoder.kt           when over a sealed type (is UpdateFriendChatChannelFullV1.JoinUpdate): no discriminator field on the wire, so decoding would have to infer the arm
  rev223 out  friendchat/UpdateFriendChatChannelFullV2Encoder.kt           when over a sealed type (is UpdateFriendChatChannelFullV2.JoinUpdate): no discriminator field on the wire, so decoding would have to infer the arm
  rev223 out  friendchat/UpdateFriendChatChannelSingleUserEncoder.kt       internal error: SyntaxError: trailing tokens: [('ident', 'is'), ('ident', 'UpdateFriendChatChannelSingleUser'), ('op', '.'), ('ident', 'AddedFriendChatUser')]
  rev223 out  inv/UpdateInvFullEncoder.kt                                  unmodeled member access: .NULL
  rev223 out  inv/UpdateInvPartialEncoder.kt                               unmodeled call: getSlot(...)
  rev223 out  map/RebuildNormalEncoder.kt                                  internal error: SyntaxError: trailing tokens: [('ident', 'is'), ('ident', 'RebuildLogin')]
  rev223 out  map/RebuildWorldEntityEncoder.kt                             buffer expression not understood: try {
            buffer.buffer.writeBytes(
                
  rev223 out  misc/client/HintArrowEncoder.kt                              when over a sealed type (is HintArrow.NpcHintArrow): no discriminator field on the wire, so decoding would have to infer the arm
  rev223 out  misc/client/HiscoreReplyEncoder.kt                           when over a sealed type (is HiscoreReply.FailedHiscoreReply): no discriminator field on the wire, so decoding would have to infer the arm
  rev223 out  misc/client/ReflectionCheckerEncoder.kt                      when over a sealed type (is ReflectionChecker.GetFieldValue): no discriminator field on the wire, so decoding would have to infer the arm
  rev223 out  misc/client/UpdateUid192Encoder.kt                           unmapped wire function: pdata
  rev223 out  misc/client/UrlOpenEncoder.kt                                unrecognized buffer call: buffer.buffer.setByte(i, buffer.buffer.getByte(i) + streamCi
  rev223 out  misc/player/SetPlayerOpEncoder.kt                            pjstr writes a computed expression `(m->op != NULL ? m->op : "null")`, which has no field to decode back into
  rev223 out  misc/player/UpdateStockMarketSlotEncoder.kt                  unrecognized buffer call: buffer.skipWrite(18)
  rev223 out  misc/player/UpdateTradingPostEncoder.kt                      when over a sealed type (is UpdateTradingPost.SetTradingPostOfferList): no discriminator field on the wire, so decoding would have to infer the arm
  rev223 out  npcinfo/NpcInfoLargeEncoder.kt                               unrecognized buffer call: buffer.buffer.writeBytes(message.content())
  rev223 out  npcinfo/NpcInfoSmallEncoder.kt                               unrecognized buffer call: buffer.buffer.writeBytes(message.content())
  rev223 out  playerinfo/PlayerInfoEncoder.kt                              stateful info stream -- see EXCLUDE_CLASSES
  rev223 out  social/MessagePrivateEchoEncoder.kt                          unmodeled call: provide(...)
  rev223 out  social/MessagePrivateEncoder.kt                              unmodeled call: provide(...)
  rev223 out  social/UpdateFriendListEncoder.kt                            internal error: SyntaxError: trailing tokens: [('ident', 'is'), ('ident', 'UpdateFriendList'), ('op', '.'), ('ident', 'OnlineFriend')]
  rev223 out  social/UpdateIgnoreListEncoder.kt                            when over a sealed type (is UpdateIgnoreList.AddedIgnoredEntry): no discriminator field on the wire, so decoding would have to infer the arm
  rev223 out  specific/NpcSpotAnimSpecificEncoder.kt                       p4 writes a computed expression `((m->height << 16) | m->delay)`, which has no field to decode back into
  rev223 out  specific/PlayerSpotAnimSpecificEncoder.kt                    p4Alt1 writes a computed expression `((m->height << 16) | m->delay)`, which has no field to decode back into
  rev223 out  zone/header/DesktopUpdateZonePartialEnclosedEncoder.kt       unrecognized buffer call: buffer.buffer.writeBytes(
            message.payload,
     
  rev224 in   buttons/If3ButtonDecoder.kt                                  unresolved identifier: op
  rev224 in   clan/AffinedClanSettingsSetMutedFromChannelDecoder.kt        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   events/EventAppletFocusDecoder.kt                            g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   events/EventKeyboardDecoder.kt                               unmodeled call: readableBytes(...)
  rev224 in   events/EventMouseMoveDecoder.kt                              buffer expression not understood: while (buffer.isReadable) {
            var packed = buffer.
  rev224 in   events/EventNativeMouseMoveDecoder.kt                        buffer expression not understood: while (buffer.isReadable) {
            var packed = buffer.
  rev224 in   friendchat/FriendChatJoinLeaveDecoder.kt                     unparseable val name: unexpected token None
  rev224 in   locs/OpLoc1Decoder.kt                                        g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   locs/OpLoc2Decoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   locs/OpLoc3Decoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   locs/OpLoc4Decoder.kt                                        g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   locs/OpLoc5Decoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   locs/OpLocTDecoder.kt                                        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   messaging/MessagePrivateDecoder.kt                           unmodeled call: provide(...)
  rev224 in   messaging/MessagePublicDecoder.kt                            unparseable val patternArray: unexpected token None
  rev224 in   misc/client/ReflectionCheckReplyDecoder.kt                   unrecognized buffer call: buffer.buffer.readerIndex(buffer.buffer.writerIndex())
  rev224 in   misc/user/ClickWorldMapDecoder.kt                            unmodeled call: CoordGrid(...)
  rev224 in   misc/user/SendSnapshotDecoder.kt                             g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   misc/user/UpdatePlayerModelDecoderOld.kt                     buffer expression not understood: identKit[i] = buffer.g1().toByte()
  rev224 in   npcs/OpNpc1Decoder.kt                                        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   npcs/OpNpc2Decoder.kt                                        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   npcs/OpNpc3Decoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   npcs/OpNpc4Decoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   npcs/OpNpc5Decoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   npcs/OpNpcTDecoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   objs/OpObj1Decoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   objs/OpObj2Decoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   objs/OpObj3Decoder.kt                                        g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   objs/OpObj4Decoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   objs/OpObj5Decoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   objs/OpObjTDecoder.kt                                        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   players/OpPlayer1Decoder.kt                                  g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   players/OpPlayer2Decoder.kt                                  g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   players/OpPlayer3Decoder.kt                                  g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   players/OpPlayer4Decoder.kt                                  g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   players/OpPlayer5Decoder.kt                                  g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   players/OpPlayer6Decoder.kt                                  g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   players/OpPlayer7Decoder.kt                                  g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   players/OpPlayer8Decoder.kt                                  g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 in   players/OpPlayerTDecoder.kt                                  g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev224 out  camera/CamTargetEncoder.kt                                   when over a sealed type (is CamTarget.PlayerCamTarget): no discriminator field on the wire, so decoding would have to infer the arm
  rev224 out  camera/CamTargetOldEncoder.kt                                when over a sealed type (is CamTargetOld.PlayerCamTarget): no discriminator field on the wire, so decoding would have to infer the arm
  rev224 out  clan/ClanChannelDeltaEncoder.kt                              when over a sealed type (is ClanChannelDelta.AddUserEvent): no discriminator field on the wire, so decoding would have to infer the arm
  rev224 out  clan/ClanChannelFullEncoder.kt                               when over a sealed type (is ClanChannelFull.JoinUpdate): no discriminator field on the wire, so decoding would have to infer the arm
  rev224 out  clan/ClanSettingsDeltaEncoder.kt                             when over a sealed type (is ClanSettingsDelta.SetClanOwnerUpdate): no discriminator field on the wire, so decoding would have to infer the arm
  rev224 out  clan/ClanSettingsFullEncoder.kt                              when over a sealed type (is ClanSettingsFull.JoinUpdate): no discriminator field on the wire, so decoding would have to infer the arm
  rev224 out  clan/MessageClanChannelEncoder.kt                            unmodeled call: provide(...)
  rev224 out  clan/MessageClanChannelSystemEncoder.kt                      unmodeled call: provide(...)
  rev224 out  clan/VarClanEncoder.kt                                       when over a sealed type (is VarClan.VarClanIntData): no discriminator field on the wire, so decoding would have to infer the arm
  rev224 out  friendchat/MessageFriendChannelEncoder.kt                    unmodeled call: provide(...)
  rev224 out  friendchat/UpdateFriendChatChannelFullV1Encoder.kt           when over a sealed type (is UpdateFriendChatChannelFullV1.JoinUpdate): no discriminator field on the wire, so decoding would have to infer the arm
  rev224 out  friendchat/UpdateFriendChatChannelFullV2Encoder.kt           when over a sealed type (is UpdateFriendChatChannelFullV2.JoinUpdate): no discriminator field on the wire, so decoding would have to infer the arm
  rev224 out  friendchat/UpdateFriendChatChannelSingleUserEncoder.kt       internal error: SyntaxError: trailing tokens: [('ident', 'is'), ('ident', 'UpdateFriendChatChannelSingleUser'), ('op', '.'), ('ident', 'AddedFriendChatUser')]
  rev224 out  inv/UpdateInvFullEncoder.kt                                  unmodeled member access: .NULL
  rev224 out  inv/UpdateInvPartialEncoder.kt                               unmodeled call: getSlot(...)
  rev224 out  map/RebuildNormalEncoder.kt                                  internal error: SyntaxError: trailing tokens: [('ident', 'is'), ('ident', 'RebuildLogin')]
  rev224 out  map/RebuildWorldEntityEncoder.kt                             buffer expression not understood: try {
            buffer.buffer.writeBytes(
                
  rev224 out  misc/client/HintArrowEncoder.kt                              when over a sealed type (is HintArrow.NpcHintArrow): no discriminator field on the wire, so decoding would have to infer the arm
  rev224 out  misc/client/HiscoreReplyEncoder.kt                           when over a sealed type (is HiscoreReply.FailedHiscoreReply): no discriminator field on the wire, so decoding would have to infer the arm
  rev224 out  misc/client/ReflectionCheckerEncoder.kt                      when over a sealed type (is ReflectionChecker.GetFieldValue): no discriminator field on the wire, so decoding would have to infer the arm
  rev224 out  misc/client/UpdateUid192Encoder.kt                           unmapped wire function: pdata
  rev224 out  misc/client/UrlOpenEncoder.kt                                unrecognized buffer call: buffer.buffer.setByte(i, buffer.buffer.getByte(i) + streamCi
  rev224 out  misc/player/SetPlayerOpEncoder.kt                            pjstr writes a computed expression `(m->op != NULL ? m->op : "null")`, which has no field to decode back into
  rev224 out  misc/player/UpdateStockMarketSlotEncoder.kt                  unrecognized buffer call: buffer.skipWrite(18)
  rev224 out  misc/player/UpdateTradingPostEncoder.kt                      when over a sealed type (is UpdateTradingPost.SetTradingPostOfferList): no discriminator field on the wire, so decoding would have to infer the arm
  rev224 out  npcinfo/NpcInfoLargeEncoder.kt                               unrecognized buffer call: buffer.buffer.writeBytes(message.content())
  rev224 out  npcinfo/NpcInfoSmallEncoder.kt                               unrecognized buffer call: buffer.buffer.writeBytes(message.content())
  rev224 out  playerinfo/PlayerInfoEncoder.kt                              stateful info stream -- see EXCLUDE_CLASSES
  rev224 out  social/MessagePrivateEchoEncoder.kt                          unmodeled call: provide(...)
  rev224 out  social/MessagePrivateEncoder.kt                              unmodeled call: provide(...)
  rev224 out  social/UpdateFriendListEncoder.kt                            internal error: SyntaxError: trailing tokens: [('ident', 'is'), ('ident', 'UpdateFriendList'), ('op', '.'), ('ident', 'OnlineFriend')]
  rev224 out  social/UpdateIgnoreListEncoder.kt                            when over a sealed type (is UpdateIgnoreList.AddedIgnoredEntry): no discriminator field on the wire, so decoding would have to infer the arm
  rev224 out  specific/NpcSpotAnimSpecificEncoder.kt                       p4Alt3 writes a computed expression `((m->height << 16) | m->delay)`, which has no field to decode back into
  rev224 out  specific/PlayerSpotAnimSpecificEncoder.kt                    p4 writes a computed expression `((m->height << 16) | m->delay)`, which has no field to decode back into
  rev224 out  zone/header/DesktopUpdateZonePartialEnclosedEncoder.kt       unrecognized buffer call: buffer.buffer.writeBytes(
            message.payload,
     
  rev225 in   buttons/If3ButtonDecoder.kt                                  unresolved identifier: op
  rev225 in   clan/AffinedClanSettingsSetMutedFromChannelDecoder.kt        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   events/EventAppletFocusDecoder.kt                            g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   events/EventKeyboardDecoder.kt                               unmodeled call: readableBytes(...)
  rev225 in   events/EventMouseMoveDecoder.kt                              buffer expression not understood: while (buffer.isReadable) {
            var packed = buffer.
  rev225 in   events/EventNativeMouseMoveDecoder.kt                        buffer expression not understood: while (buffer.isReadable) {
            var packed = buffer.
  rev225 in   friendchat/FriendChatJoinLeaveDecoder.kt                     unparseable val name: unexpected token None
  rev225 in   locs/OpLoc1Decoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   locs/OpLoc2Decoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   locs/OpLoc3Decoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   locs/OpLoc4Decoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   locs/OpLoc5Decoder.kt                                        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   locs/OpLocTDecoder.kt                                        g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   messaging/MessagePrivateDecoder.kt                           unmodeled call: provide(...)
  rev225 in   messaging/MessagePublicDecoder.kt                            unparseable val patternArray: unexpected token None
  rev225 in   misc/client/ReflectionCheckReplyDecoder.kt                   unrecognized buffer call: buffer.buffer.readerIndex(buffer.buffer.writerIndex())
  rev225 in   misc/user/ClickWorldMapDecoder.kt                            unmodeled call: CoordGrid(...)
  rev225 in   misc/user/SendSnapshotDecoder.kt                             g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   misc/user/UpdatePlayerModelDecoderOld.kt                     buffer expression not understood: identKit[i] = buffer.g1().toByte()
  rev225 in   npcs/OpNpc1Decoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   npcs/OpNpc2Decoder.kt                                        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   npcs/OpNpc3Decoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   npcs/OpNpc4Decoder.kt                                        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   npcs/OpNpc5Decoder.kt                                        g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   npcs/OpNpcTDecoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   objs/OpObj1Decoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   objs/OpObj2Decoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   objs/OpObj3Decoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   objs/OpObj4Decoder.kt                                        g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   objs/OpObj5Decoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   objs/OpObjTDecoder.kt                                        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   players/OpPlayer1Decoder.kt                                  g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   players/OpPlayer2Decoder.kt                                  g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   players/OpPlayer3Decoder.kt                                  g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   players/OpPlayer4Decoder.kt                                  g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   players/OpPlayer5Decoder.kt                                  g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   players/OpPlayer6Decoder.kt                                  g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   players/OpPlayer7Decoder.kt                                  g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   players/OpPlayer8Decoder.kt                                  g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 in   players/OpPlayerTDecoder.kt                                  g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev225 out  camera/CamTargetEncoder.kt                                   when over a sealed type (is CamTarget.PlayerCamTarget): no discriminator field on the wire, so decoding would have to infer the arm
  rev225 out  camera/CamTargetOldEncoder.kt                                when over a sealed type (is CamTargetOld.PlayerCamTarget): no discriminator field on the wire, so decoding would have to infer the arm
  rev225 out  clan/ClanChannelDeltaEncoder.kt                              when over a sealed type (is ClanChannelDelta.AddUserEvent): no discriminator field on the wire, so decoding would have to infer the arm
  rev225 out  clan/ClanChannelFullEncoder.kt                               when over a sealed type (is ClanChannelFull.JoinUpdate): no discriminator field on the wire, so decoding would have to infer the arm
  rev225 out  clan/ClanSettingsDeltaEncoder.kt                             when over a sealed type (is ClanSettingsDelta.SetClanOwnerUpdate): no discriminator field on the wire, so decoding would have to infer the arm
  rev225 out  clan/ClanSettingsFullEncoder.kt                              when over a sealed type (is ClanSettingsFull.JoinUpdate): no discriminator field on the wire, so decoding would have to infer the arm
  rev225 out  clan/MessageClanChannelEncoder.kt                            unmodeled call: provide(...)
  rev225 out  clan/MessageClanChannelSystemEncoder.kt                      unmodeled call: provide(...)
  rev225 out  clan/VarClanEncoder.kt                                       when over a sealed type (is VarClan.VarClanIntData): no discriminator field on the wire, so decoding would have to infer the arm
  rev225 out  friendchat/MessageFriendChannelEncoder.kt                    unmodeled call: provide(...)
  rev225 out  friendchat/UpdateFriendChatChannelFullV1Encoder.kt           when over a sealed type (is UpdateFriendChatChannelFullV1.JoinUpdate): no discriminator field on the wire, so decoding would have to infer the arm
  rev225 out  friendchat/UpdateFriendChatChannelFullV2Encoder.kt           when over a sealed type (is UpdateFriendChatChannelFullV2.JoinUpdate): no discriminator field on the wire, so decoding would have to infer the arm
  rev225 out  friendchat/UpdateFriendChatChannelSingleUserEncoder.kt       internal error: SyntaxError: trailing tokens: [('ident', 'is'), ('ident', 'UpdateFriendChatChannelSingleUser'), ('op', '.'), ('ident', 'AddedFriendChatUser')]
  rev225 out  inv/UpdateInvFullEncoder.kt                                  unmodeled member access: .NULL
  rev225 out  inv/UpdateInvPartialEncoder.kt                               unmodeled call: getSlot(...)
  rev225 out  map/RebuildNormalEncoder.kt                                  bare 'intKey' has no wire value
  rev225 out  misc/client/HintArrowEncoder.kt                              when over a sealed type (is HintArrow.NpcHintArrow): no discriminator field on the wire, so decoding would have to infer the arm
  rev225 out  misc/client/HiscoreReplyEncoder.kt                           when over a sealed type (is HiscoreReply.FailedHiscoreReply): no discriminator field on the wire, so decoding would have to infer the arm
  rev225 out  misc/client/ReflectionCheckerEncoder.kt                      when over a sealed type (is ReflectionChecker.GetFieldValue): no discriminator field on the wire, so decoding would have to infer the arm
  rev225 out  misc/client/UpdateUid192Encoder.kt                           unmapped wire function: pdata
  rev225 out  misc/client/UrlOpenEncoder.kt                                unrecognized buffer call: buffer.buffer.setByte(i, buffer.buffer.getByte(i) + streamCi
  rev225 out  misc/player/SetPlayerOpEncoder.kt                            pjstr writes a computed expression `(m->op != NULL ? m->op : "null")`, which has no field to decode back into
  rev225 out  misc/player/UpdateStockMarketSlotEncoder.kt                  unrecognized buffer call: buffer.skipWrite(18)
  rev225 out  misc/player/UpdateTradingPostEncoder.kt                      when over a sealed type (is UpdateTradingPost.SetTradingPostOfferList): no discriminator field on the wire, so decoding would have to infer the arm
  rev225 out  npcinfo/NpcInfoLargeEncoder.kt                               unrecognized buffer call: buffer.buffer.writeBytes(message.content())
  rev225 out  npcinfo/NpcInfoSmallEncoder.kt                               unrecognized buffer call: buffer.buffer.writeBytes(message.content())
  rev225 out  playerinfo/PlayerInfoEncoder.kt                              stateful info stream -- see EXCLUDE_CLASSES
  rev225 out  social/MessagePrivateEchoEncoder.kt                          unmodeled call: provide(...)
  rev225 out  social/MessagePrivateEncoder.kt                              unmodeled call: provide(...)
  rev225 out  social/UpdateFriendListEncoder.kt                            internal error: SyntaxError: trailing tokens: [('ident', 'is'), ('ident', 'UpdateFriendList'), ('op', '.'), ('ident', 'OnlineFriend')]
  rev225 out  social/UpdateIgnoreListEncoder.kt                            when over a sealed type (is UpdateIgnoreList.AddedIgnoredEntry): no discriminator field on the wire, so decoding would have to infer the arm
  rev225 out  specific/NpcSpotAnimSpecificEncoder.kt                       p4Alt2 writes a computed expression `((m->height << 16) | m->delay)`, which has no field to decode back into
  rev225 out  specific/PlayerSpotAnimSpecificEncoder.kt                    p4 writes a computed expression `((m->height << 16) | m->delay)`, which has no field to decode back into
  rev226 in   buttons/If3ButtonDecoder.kt                                  unresolved identifier: op
  rev226 in   clan/AffinedClanSettingsSetMutedFromChannelDecoder.kt        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev226 in   events/EventAppletFocusDecoder.kt                            g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev226 in   events/EventKeyboardDecoder.kt                               unmodeled call: readableBytes(...)
  rev226 in   events/EventMouseMoveDecoder.kt                              buffer expression not understood: while (buffer.isReadable) {
            var packed = buffer.
  rev226 in   events/EventNativeMouseMoveDecoder.kt                        buffer expression not understood: while (buffer.isReadable) {
            var packed = buffer.
  rev226 in   friendchat/FriendChatJoinLeaveDecoder.kt                     unparseable val name: unexpected token None
  rev226 in   locs/OpLoc1Decoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev226 in   locs/OpLoc2Decoder.kt                                        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev226 in   locs/OpLoc3Decoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev226 in   locs/OpLoc4Decoder.kt                                        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev226 in   locs/OpLoc5Decoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev226 in   locs/OpLocTDecoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev226 in   messaging/MessagePrivateDecoder.kt                           unmodeled call: provide(...)
  rev226 in   messaging/MessagePublicDecoder.kt                            unparseable val patternArray: unexpected token None
  rev226 in   misc/client/ReflectionCheckReplyDecoder.kt                   unrecognized buffer call: buffer.buffer.readerIndex(buffer.buffer.writerIndex())
  rev226 in   misc/user/ClickWorldMapDecoder.kt                            unmodeled call: CoordGrid(...)
  rev226 in   misc/user/SendSnapshotDecoder.kt                             g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev226 in   misc/user/UpdatePlayerModelDecoderV1.kt                      buffer expression not understood: identKit[i] = buffer.g1().toByte()
  rev226 in   npcs/OpNpc1Decoder.kt                                        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev226 in   npcs/OpNpc2Decoder.kt                                        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev226 in   npcs/OpNpc3Decoder.kt                                        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev226 in   npcs/OpNpc4Decoder.kt                                        g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev226 in   npcs/OpNpc5Decoder.kt                                        g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev226 in   npcs/OpNpcTDecoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev226 in   objs/OpObj1Decoder.kt                                        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev226 in   objs/OpObj2Decoder.kt                                        g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev226 in   objs/OpObj3Decoder.kt                                        g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
