source,line,exclusive_seconds,exclusive_percent
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,550,0.015617,0.026100
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,794,0.015613,0.026093
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_font.c,1438,0.015611,0.026090
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\triangles\toridraw_triangle_face_alpha.u.c,14,0.015611,0.026090
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,608,0.015609,0.026087
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\triangles\toridraw_triangle_gouraud.u.c,815,0.015593,0.026060
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,751,0.015543,0.025976
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\reference_table.c,77,0.014678,0.024531
R:\winlibs_staging_msvcrt32\gcc-15.2.0\build_mingw\i686-w64-mingw32\libgcc\..\..\..\libgcc\libgcc2.c,1287,0.014675,0.024526
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,438,0.014643,0.024472
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span.sse2.u.c,919,0.014413,0.024088
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_scene.h,342,0.013716,0.022923
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_bucket.u.c,900,0.013707,0.022908
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\reference_table.c,141,0.013694,0.022886
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2577,0.013682,0.022866
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\triangles\toridraw_triangle_gouraud.u.c,811,0.013679,0.022861
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,415,0.013672,0.022849
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\render\torirs_frame.c,2001,0.013671,0.022848
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\world\world.c,619,0.013668,0.022843
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_bucket.u.c,752,0.013667,0.022841
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\render\torirs_frame.c,2079,0.013666,0.022839
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span_uv.h,58,0.013663,0.022834
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span_uv.h,132,0.013663,0.022834
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,605,0.013660,0.022829
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\cs2_script.c,65,0.013659,0.022828
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,4297,0.013658,0.022826
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,168,0.013657,0.022824
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,471,0.013655,0.022821
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,2960,0.013653,0.022818
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,439,0.013651,0.022814
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,1347,0.013642,0.022799
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\flat\flat_screen_edges.h,22,0.013638,0.022793
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\toolchains\mingw32\lib\gcc\i686-w64-mingw32\15.2.0\include\emmintrin.h,615,0.013636,0.022789
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.c,98,0.013634,0.022786
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_raster.u.c,392,0.013631,0.022781
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,10119,0.013626,0.022772
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_entity_overlay.c,178,0.013608,0.022742
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\hmap\hmap.h,448,0.012695,0.021217
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_sharelight.u.c,124,0.012691,0.021210
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,3842,0.012683,0.021197
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,13223,0.012676,0.021185
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_sprite.c,500,0.011773,0.019676
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_font.c,838,0.011759,0.019652
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_input.c,320,0.011757,0.019649
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_bucket.u.c,459,0.011747,0.019632
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,391,0.011739,0.019619
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span_uv.h,164,0.011731,0.019605
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.c,179,0.011731,0.019605
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_bucket.u.c,255,0.011729,0.019602
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,557,0.011728,0.019600
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,287,0.011724,0.019594
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_map.c,275,0.011724,0.019594
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_bucket.u.c,909,0.011721,0.019589
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span_uv.h,120,0.011720,0.019587
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,168,0.011719,0.019585
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\toolchains\mingw32\lib\gcc\i686-w64-mingw32\15.2.0\include\emmintrin.h,1324,0.011718,0.019584
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,102,0.011718,0.019584
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_raster.u.c,466,0.011716,0.019580
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,370,0.011715,0.019579
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_bucket.u.c,735,0.011715,0.019579
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.c,38,0.011713,0.019575
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_i.h,246,0.011711,0.019572
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,123,0.011711,0.019572
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_sdl2_renderer_soft3d.c,757,0.011710,0.019570
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\triangles\toridraw_triangle_gouraud.u.c,768,0.011710,0.019570
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2828,0.011708,0.019567
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,180,0.011708,0.019567
R:\winlibs_staging_msvcrt32\gcc-15.2.0\build_mingw\i686-w64-mingw32\libgcc\..\..\..\libgcc\config\i386\cygwin.S,145,0.011708,0.019567
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_bucket.u.c,463,0.011706,0.019564
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2617,0.011705,0.019562
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\projection16_simd.sse2.u.c,2276,0.011705,0.019562
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_sdl2_renderer_soft3d.c,761,0.011694,0.019544
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,178,0.011687,0.019532
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\render\torirs_frame.c,180,0.011687,0.019532
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,512,0.011686,0.019530
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,4370,0.010749,0.017964
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,2168,0.010729,0.017931
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,11980,0.010708,0.017896
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_2d.c,432,0.009812,0.016398
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_sdl2_renderer_soft3d.c,289,0.009811,0.016397
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_2d.c,411,0.009804,0.016385
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,4680,0.009790,0.016362
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_i.h,345,0.009778,0.016342
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\int_wrap.h,55,0.009778,0.016342
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,474,0.009778,0.016342
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_sdl2_renderer_soft3d.c,288,0.009773,0.016333
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\hmap\hmap.h,240,0.009771,0.016330
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_bucket.u.c,83,0.009771,0.016330
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_input.c,260,0.009771,0.016330
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,446,0.009771,0.016330
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.c,152,0.009769,0.016326
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,509,0.009766,0.016321
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,1049,0.009766,0.016321
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.c,80,0.009765,0.016320
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_bucket.u.c,1423,0.009763,0.016316
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,365,0.009762,0.016315
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,990,0.009761,0.016313
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,1107,0.009760,0.016311
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\dat2_group_cache.c,247,0.009759,0.016310
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2785,0.009758,0.016308
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,345,0.009757,0.016306
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\shade.h,30,0.009757,0.016306
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,626,0.009754,0.016301
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,1350,0.009754,0.016301
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\noise.c,33,0.009753,0.016300
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span.sse2.u.c,948,0.009752,0.016298
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\shade.h,33,0.009749,0.016293
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\toolchains\mingw32\lib\gcc\i686-w64-mingw32\15.2.0\include\emmintrin.h,863,0.009741,0.016280
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\shade.h,35,0.009734,0.016268
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\render\torirs_frame.c,2373,0.009732,0.016265
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,45,0.009721,0.016246
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,2167,0.009720,0.016245
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,11481,0.009719,0.016243
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_emit.c,1892,0.008807,0.014719
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,799,0.008797,0.014702
R:\winlibs_staging_msvcrt32\gcc-15.2.0\build_mingw\i686-w64-mingw32\libgcc\..\..\..\libgcc\config\i386\cygwin.S,164,0.008797,0.014702
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,6056,0.008794,0.014697
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,941,0.008793,0.014695
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,105,0.008789,0.014689
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model_transform.c,839,0.008788,0.014687
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,349,0.008787,0.014685
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,172,0.008785,0.014682
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\cs2_script.c,66,0.008781,0.014675
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,85,0.008781,0.014675
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,346,0.008780,0.014674
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2763,0.008780,0.014674
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,268,0.008779,0.014672
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,11948,0.008777,0.014669
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,11977,0.008771,0.014659
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_font.c,462,0.007855,0.013128
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,4775,0.007851,0.013121
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\render\torirs_frame.c,2380,0.007843,0.013108
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_2d.c,541,0.007833,0.013091
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_bucket.u.c,408,0.007831,0.013088
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.h,223,0.007831,0.013088
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,96,0.007831,0.013088
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span.sse2.u.c,963,0.007828,0.013083
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_2d.c,543,0.007826,0.013079
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\hmap\hmap.h,329,0.007823,0.013074
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_bucket.u.c,913,0.007823,0.013074
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_bucket.u.c,897,0.007819,0.013068
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_i.h,294,0.007819,0.013068
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters.c,1455,0.007818,0.013066
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,70,0.007818,0.013066
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,390,0.007817,0.013064
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_bucket.u.c,66,0.007817,0.013064
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_bucket.u.c,907,0.007817,0.013064
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.c,223,0.007817,0.013064
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_bucket.u.c,96,0.007816,0.013063
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_bucket.u.c,906,0.007816,0.013063
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_sdl2_renderer_soft3d.c,941,0.007816,0.013063
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,581,0.007816,0.013063
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\render\torirs_frame.c,1951,0.007816,0.013063
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\render\torirs_frame.c,2003,0.007816,0.013063
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\render\torirs_frame.c,2088,0.007816,0.013063
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,555,0.007815,0.013061
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\toolchains\mingw32\lib\gcc\i686-w64-mingw32\15.2.0\include\emmintrin.h,1318,0.007815,0.013061
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,162,0.007815,0.013061
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,426,0.007814,0.013059
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,12050,0.007814,0.013059
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_bucket.u.c,887,0.007814,0.013059
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\alpha.h,34,0.007814,0.013059
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,1734,0.007814,0.013059
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\shared_tables.h,110,0.007814,0.013059
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,2444,0.007813,0.013057
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,780,0.007812,0.013056
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_raster.u.c,478,0.007812,0.013056
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_from_component.c,227,0.007812,0.013056
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\reference_table.c,105,0.007812,0.013056
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\reference_table.c,109,0.007811,0.013054
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\flat\flat_screen_edges.h,27,0.007811,0.013054
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,105,0.007810,0.013052
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span.sse2.u.c,1013,0.007810,0.013052
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\toolchains\mingw32\lib\gcc\i686-w64-mingw32\15.2.0\include\emmintrin.h,1037,0.007810,0.013052
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,629,0.007810,0.013052
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span.sse2.u.c,977,0.007810,0.013052
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\texshadeblend.persp.textrans.branching.lerp8_v3.u.c,285,0.007810,0.013052
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\sound_render.c,82,0.007809,0.013051
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span_uv.h,78,0.007808,0.013049
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\flat\flat.screen.opaque.branching.s4.c,156,0.007808,0.013049
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span.sse2.u.c,947,0.007808,0.013049
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\toolchains\mingw32\lib\gcc\i686-w64-mingw32\15.2.0\include\emmintrin.h,1352,0.007808,0.013049
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,985,0.007808,0.013049
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\render\torirs_frame.c,1953,0.007808,0.013049
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,2170,0.007807,0.013047
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span.sse2.u.c,957,0.007806,0.013046
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,51,0.007806,0.013046
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_cs2_run.c,1447,0.007802,0.013039
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span.sse2.u.c,1077,0.007802,0.013039
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,770,0.007800,0.013036
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_raster.u.c,567,0.007799,0.013034
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span.sse2.u.c,917,0.007798,0.013032
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_raster.u.c,467,0.007796,0.013029
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\texshadeblend.persp.textrans.branching.lerp8_v3.u.c,218,0.007792,0.013022
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\triangles\toridraw_triangle_gouraud.u.c,806,0.007777,0.012997
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\shade.h,26,0.007771,0.012987
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\plugin\torirs_plugin_bridge.u.c,561,0.006849,0.011446
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,1786,0.006845,0.011440
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2609,0.006839,0.011430
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_scene.c,294,0.006834,0.011421
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_scroll.c,170,0.006833,0.011420
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_scenery.u.c,130,0.006832,0.011418
R:\winlibs_staging_msvcrt32\gcc-15.2.0\build_mingw\i686-w64-mingw32\libgcc\..\..\..\libgcc\libgcc2.c,1253,0.006832,0.011418
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2702,0.006831,0.011416
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model_transform.c,644,0.006830,0.011415
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,7500,0.006829,0.011413
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_bucket.u.c,1439,0.006454,0.010786
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_font.c,485,0.005891,0.009845
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters.h,153,0.005878,0.009824
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\reference_table.c,294,0.005878,0.009824
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_emit.c,2397,0.005878,0.009824
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_bucket.u.c,99,0.005876,0.009820
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,10729,0.005876,0.009820
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_intrusive_list.h,61,0.005875,0.009819
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_font.c,1439,0.005875,0.009819
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,5292,0.005874,0.009817
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span.sse2.u.c,980,0.005871,0.009812
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span.sse2.u.c,952,0.005869,0.009809
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,713,0.005868,0.009807
