source,line,exclusive_seconds,exclusive_percent
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,10123,0.021543,0.035935
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\reference_table.c,78,0.021543,0.035935
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,1048,0.021508,0.035877
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_sdl2_renderer_soft3d.c,288,0.021505,0.035872
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\reference_table.c,77,0.021498,0.035860
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,258,0.021496,0.035857
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\triangles\toridraw_triangle_gouraud.u.c,1127,0.021491,0.035848
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,534,0.021486,0.035840
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\triangles\toridraw_triangle_clip.u.c,35,0.021485,0.035838
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2_strpool.c,29,0.021483,0.035835
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_bucket.u.c,887,0.021482,0.035833
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,12607,0.021479,0.035828
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,26730,0.021477,0.035825
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_sprite.c,504,0.021473,0.035818
R:\winlibs_staging_msvcrt32\gcc-15.2.0\build_mingw\i686-w64-mingw32\libgcc\..\..\..\libgcc\config\i386\cygwin.S,153,0.021469,0.035812
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,1646,0.021468,0.035810
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\triangles\toridraw_triangle_gouraud.u.c,1128,0.021467,0.035808
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span.sse2.u.c,690,0.021462,0.035800
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_2d.c,413,0.020565,0.034304
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model_transform.c,846,0.020520,0.034229
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,659,0.020518,0.034225
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,277,0.020517,0.034224
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,1743,0.020517,0.034224
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,339,0.020506,0.034205
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_layout.c,232,0.020495,0.034187
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,47,0.019582,0.032664
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.h,127,0.019560,0.032627
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,1608,0.019549,0.032609
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2605,0.019546,0.032604
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_font.c,485,0.019543,0.032599
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_i.h,153,0.019541,0.032596
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\rsbuffer.c,330,0.019541,0.032596
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_font.c,852,0.019541,0.032596
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_font.c,1430,0.019541,0.032596
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,1702,0.019541,0.032596
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\texshadeblend.persp.textrans.branching.lerp8_v3.u.c,185,0.019538,0.032591
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_raster.u.c,658,0.019538,0.032591
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.c,771,0.019538,0.032591
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,364,0.019537,0.032589
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_sdl2_renderer_soft3d.c,1047,0.019536,0.032587
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,1045,0.019536,0.032587
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\rsbuffer.c,236,0.019531,0.032579
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\varp\varp_manager.c,542,0.019531,0.032579
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2767,0.019530,0.032577
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\hmap\hmap.h,409,0.019528,0.032574
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,98,0.019526,0.032571
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\triangles\toridraw_triangle_gouraud.u.c,114,0.019525,0.032569
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,133,0.019497,0.032522
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_raster.u.c,1137,0.019486,0.032504
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_cs2_run.c,1205,0.018571,0.030978
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2613,0.018565,0.030968
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,556,0.018564,0.030966
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\reference_table.c,87,0.018563,0.030964
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.c,339,0.018561,0.030961
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\filelist.c,117,0.018560,0.030959
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_builder.c,801,0.018550,0.030943
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,287,0.017588,0.029338
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_raster.u.c,1179,0.017587,0.029336
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\sound_render.c,425,0.017586,0.029335
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\texshadeblend.persp.textrans.branching.lerp8_v3.u.c,130,0.017586,0.029335
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\shade.h,27,0.017585,0.029333
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,4395,0.017583,0.029330
R:\winlibs_staging_msvcrt32\gcc-15.2.0\build_mingw\i686-w64-mingw32\libgcc\..\..\..\libgcc\libgcc2.c,1230,0.017582,0.029328
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_raster.u.c,415,0.017580,0.029325
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_bucket.u.c,463,0.017578,0.029321
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_animation.c,91,0.017578,0.029321
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_socket.c,50,0.017574,0.029315
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,351,0.017568,0.029305
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,884,0.017568,0.029305
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model_transform.c,644,0.017567,0.029303
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,11953,0.017564,0.029298
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span_uv.h,79,0.017545,0.029266
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2731,0.017540,0.029258
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_debug_overlay.c,1358,0.016599,0.027688
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,395,0.016594,0.027680
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,168,0.016587,0.027668
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,11980,0.016582,0.027660
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,90,0.015648,0.026102
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\bootmanifest\bootmanifest.c,1077,0.015642,0.026092
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\plugin\torirs_plugin_bridge.u.c,567,0.015639,0.026087
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\bootmanifest\bootmanifest.c,1315,0.015638,0.026085
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2835,0.015638,0.026085
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_cs2_run.c,1465,0.015636,0.026082
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,42,0.015634,0.026078
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,1252,0.015634,0.026078
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_layout.c,43,0.015634,0.026078
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\rsbuffer.c,764,0.015631,0.026073
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_2d.c,82,0.015631,0.026073
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2617,0.015625,0.026063
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,248,0.015625,0.026063
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\main.c,2663,0.015623,0.026060
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,292,0.015622,0.026058
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,1049,0.015622,0.026058
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,85,0.015621,0.026057
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\main.c,2825,0.015618,0.026052
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw.c,642,0.015618,0.026052
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\sockstream.c,121,0.015613,0.026043
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\checksum.c,111,0.015613,0.026043
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\shared_tables.h,48,0.015611,0.026040
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,533,0.015611,0.026040
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span.sse2.u.c,672,0.015609,0.026037
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_2d.c,647,0.015607,0.026033
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_x_io_js5_cache.c,45,0.015606,0.026032
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.h,209,0.015600,0.026022
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_map_load.c,42,0.014677,0.024482
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\rsbuffer.c,763,0.014665,0.024462
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\cs2_script.c,66,0.014656,0.024447
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,12761,0.014654,0.024444
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_varp_load.c,136,0.014649,0.024435
R:\winlibs_staging_msvcrt32\gcc-15.2.0\build_mingw\i686-w64-mingw32\libgcc\..\..\..\libgcc\libgcc2.c,1212,0.014642,0.024424
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span_uv.h,81,0.013714,0.022876
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_2d.c,406,0.013702,0.022856
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.c,44,0.013684,0.022826
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\world\entity_pool.c,71,0.013677,0.022814
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,1242,0.013676,0.022812
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\shared_tables.h,45,0.013675,0.022811
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\reference_table.c,109,0.013675,0.022811
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1388,0.013674,0.022809
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\toolchains\mingw32\lib\gcc\i686-w64-mingw32\15.2.0\include\emmintrin.h,596,0.013672,0.022806
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,6429,0.013671,0.022804
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_map.c,137,0.013670,0.022802
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,24046,0.013668,0.022799
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2829,0.013666,0.022796
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\toolchains\mingw32\lib\gcc\i686-w64-mingw32\15.2.0\include\emmintrin.h,743,0.013665,0.022794
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,107,0.013664,0.022792
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,1062,0.013648,0.022766
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,168,0.013648,0.022766
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span_uv.h,165,0.013634,0.022742
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\hmap\hmap.h,420,0.012713,0.021206
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,941,0.012704,0.021191
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,4517,0.012702,0.021188
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_minimenu.c,37,0.012698,0.021181
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,770,0.012694,0.021174
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\dat2_sprites.c,172,0.012688,0.021164
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_bucket.u.c,91,0.011732,0.019570
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,2387,0.011732,0.019570
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\toolchains\mingw32\lib\gcc\i686-w64-mingw32\15.2.0\include\emmintrin.h,863,0.011729,0.019565
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_font.c,845,0.011728,0.019563
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\hmap\hmap.h,330,0.011727,0.019561
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\world\world.c,614,0.011727,0.019561
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters.c,1983,0.011726,0.019560
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,1662,0.011724,0.019556
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\revconfig\revconfig_load.c,432,0.011723,0.019555
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span.sse2.u.c,1080,0.011723,0.019555
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\hmap\hmap.h,399,0.011722,0.019553
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,862,0.011722,0.019553
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_builder\uitree_builder_manifest.c,19,0.011722,0.019553
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,5208,0.011721,0.019551
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,402,0.011721,0.019551
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,4680,0.011720,0.019550
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rsprot\packets\rebuild_normal_v2.c,35,0.011719,0.019548
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,557,0.011719,0.019548
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,2928,0.011719,0.019548
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_sharelight.u.c,208,0.011718,0.019546
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_player_stats.c,77,0.011718,0.019546
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,503,0.011717,0.019545
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\toolchains\mingw32\lib\gcc\i686-w64-mingw32\15.2.0\include\emmintrin.h,1121,0.011717,0.019545
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\dat2_group_cache.c,247,0.011716,0.019543
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,167,0.011716,0.019543
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,177,0.011716,0.019543
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model_transform.c,839,0.011716,0.019543
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_2d.c,79,0.011715,0.019541
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,1222,0.011714,0.019540
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span.sse2.u.c,1087,0.011713,0.019538
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,466,0.011712,0.019536
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_bucket.u.c,1373,0.011712,0.019536
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,346,0.011709,0.019531
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2826,0.011708,0.019530
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\projection16_simd.sse2.u.c,2193,0.011705,0.019525
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,413,0.011704,0.019523
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,370,0.011702,0.019520
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,62,0.011702,0.019520
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span_uv.h,58,0.011701,0.019518
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span.sse2.u.c,675,0.011664,0.019456
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_layout.c,454,0.010786,0.017992
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,4371,0.010776,0.017975
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters.h,153,0.010742,0.017918
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,821,0.010741,0.017917
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,10959,0.010741,0.017917
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,426,0.010740,0.017915
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\plugin\torirs_plugin_bridge.u.c,3078,0.010737,0.017910
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,7427,0.010736,0.017908
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,334,0.010731,0.017900
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span_uv.h,121,0.009810,0.016364
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_layout.c,436,0.009808,0.016360
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\reference_table.c,294,0.009781,0.016315
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\perf\torirs_perf.c,1110,0.009772,0.016300
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,13217,0.009772,0.016300
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.c,191,0.009768,0.016294
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,4267,0.009768,0.016294
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_builder\uitree_builder_manifest.c,543,0.009767,0.016292
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,560,0.009766,0.016290
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_scene_bridge.c,438,0.009766,0.016290
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\triangles\toridraw_triangle_gouraud.u.c,807,0.009765,0.016289
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,10663,0.009764,0.016287
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_varp_load.c,145,0.009764,0.016287
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\triangles\toridraw_triangle_gouraud.u.c,78,0.009764,0.016287
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,774,0.009764,0.016287
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,471,0.009764,0.016287
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\perf\torirs_perf.c,1088,0.009763,0.016285
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_2d.c,400,0.009763,0.016285
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\shared_tables.h,50,0.009763,0.016285
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,130,0.009763,0.016285
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,102,0.009762,0.016284
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\checksum.c,99,0.009762,0.016284
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\torirs_component_from_rscache.c,751,0.009762,0.016284
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,1117,0.009762,0.016284
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\render\torirs_frame.c,2077,0.009761,0.016282
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,163,0.009753,0.016269
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\toolchains\mingw32\lib\gcc\i686-w64-mingw32\15.2.0\include\emmintrin.h,1169,0.009752,0.016267
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\clamp.h,7,0.009731,0.016232
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_emit.c,2044,0.008833,0.014734
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,13213,0.008816,0.014706
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\reference_table.c,141,0.008805,0.014687
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\plugin\torirs_plugin_bridge.u.c,570,0.008803,0.014684
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\rsbuffer.c,509,0.008802,0.014682
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_map.c,275,0.008799,0.014677
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,250,0.008791,0.014664
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\world\entity_pool.h,88,0.008789,0.014661
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2837,0.008789,0.014661
